# Samples per Second per Channel acquired: 10000.000000
# X	Y	SUM	
0.0011	-0.0019	0.0034	
0.0014	-0.0015	0.0034	
0.0008	-0.0015	0.0034	
0.0008	-0.0009	0.0027	
0.0008	-0.0019	0.0034	
0.0004	-0.0012	0.0034	
0.0014	-0.0012	0.0031	
0.0008	-0.0019	0.0037	
0.0008	-0.0012	0.0034	
0.0008	-0.0019	0.0034	
0.0014	-0.0015	0.0037	
0.0004	-0.0015	0.0031	
0.0008	-0.0012	0.0034	
0.0008	-0.0019	0.0037	
0.0008	-0.0012	0.0034	
0.0004	-0.0015	0.0034	
0.0011	-0.0012	0.0034	
0.0008	-0.0012	0.0034	
0.0008	-0.0015	0.0037	
0.0014	-0.0019	0.0031	
0.0008	-0.0012	0.0034	
0.0008	-0.0015	0.0037	
0.0008	-0.0019	0.0037	
0.0004	-0.0015	0.0027	
0.0011	-0.0022	0.0031	
0.0008	-0.0012	0.0034	
0.0004	-0.0019	0.0037	
0.0008	-0.0009	0.0034	
0.0008	-0.0012	0.0034	
0.0008	-0.0015	0.0031	
0.0004	-0.0012	0.0031	
0.0004	-0.0015	0.0034	
0.0011	-0.0019	0.0034	
0.0008	-0.0019	0.0034	
0.0008	-0.0015	0.0040	
0.0014	-0.0015	0.0034	
0.0004	-0.0012	0.0031	
0.0008	-0.0015	0.0031	
0.0008	-0.0019	0.0031	
0.0014	-0.0015	0.0034	
0.0008	-0.0015	0.0034	
0.0014	-0.0012	0.0037	
0.0008	-0.0012	0.0034	
0.0008	-0.0015	0.0027	
0.0008	-0.0015	0.0040	
0.0008	-0.0015	0.0040	
0.0008	-0.0015	0.0034	
0.0004	-0.0012	0.0031	
0.0008	-0.0015	0.0031	
0.0011	-0.0012	0.0031	
0.0011	-0.0012	0.0031	
0.0008	-0.0015	0.0037	
0.0008	-0.0015	0.0031	
0.0008	-0.0012	0.0027	
0.0011	-0.0012	0.0027	
0.0008	-0.0025	0.0031	
0.0014	-0.0015	0.0037	
0.0011	-0.0015	0.0034	
0.0011	-0.0015	0.0034	
0.0011	-0.0019	0.0034	
0.0008	-0.0015	0.0034	
0.0008	-0.0015	0.0031	
0.0008	-0.0015	0.0034	
0.0011	-0.0019	0.0034	
0.0011	-0.0015	0.0040	
0.0011	-0.0012	0.0031	
0.0014	-0.0019	0.0034	
0.0011	-0.0015	0.0040	
0.0004	-0.0019	0.0034	
0.0008	-0.0012	0.0034	
0.0008	-0.0015	0.0034	
0.0004	-0.0012	0.0040	
0.0008	-0.0015	0.0031	
0.0008	-0.0015	0.0034	
0.0011	-0.0015	0.0031	
0.0008	-0.0015	0.0034	
0.0008	-0.0019	0.0037	
0.0008	-0.0015	0.0034	
0.0014	-0.0015	0.0034	
0.0004	-0.0009	0.0034	
0.0008	-0.0015	0.0034	
0.0008	-0.0012	0.0034	
0.0011	-0.0015	0.0040	
0.0011	-0.0022	0.0034	
0.0011	-0.0012	0.0034	
0.0008	-0.0012	0.0034	
0.0004	-0.0019	0.0037	
0.0011	-0.0015	0.0037	
0.0008	-0.0019	0.0031	
0.0008	-0.0019	0.0034	
0.0008	-0.0019	0.0034	
0.0004	-0.0012	0.0037	
0.0008	-0.0019	0.0034	
0.0008	-0.0012	0.0034	
0.0008	-0.0019	0.0034	
0.0014	-0.0012	0.0034	
0.0011	-0.0019	0.0034	
0.0008	-0.0019	0.0034	
0.0001	-0.0012	0.0027	
0.0011	-0.0015	0.0034	
0.0011	-0.0019	0.0037	
0.0004	-0.0019	0.0034	
0.0004	-0.0019	0.0037	
0.0011	-0.0019	0.0034	
0.0011	-0.0015	0.0027	
0.0004	-0.0015	0.0031	
0.0004	-0.0012	0.0027	
0.0008	-0.0015	0.0031	
0.0008	-0.0015	0.0034	
0.0008	-0.0015	0.0034	
0.0008	-0.0015	0.0034	
0.0011	-0.0019	0.0031	
0.0014	-0.0019	0.0037	
0.0008	-0.0025	0.0034	
0.0008	-0.0015	0.0031	
0.0011	-0.0019	0.0034	
0.0011	-0.0022	0.0037	
0.0008	-0.0015	0.0034	
0.0011	-0.0015	0.0034	
0.0008	-0.0019	0.0031	
0.0011	-0.0012	0.0037	
0.0011	-0.0015	0.0034	
0.0004	-0.0012	0.0034	
0.0011	-0.0012	0.0037	
0.0008	-0.0019	0.0031	
0.0008	-0.0015	0.0037	
0.0008	-0.0019	0.0037	
0.0008	-0.0019	0.0034	
0.0014	-0.0012	0.0034	
0.0011	-0.0019	0.0027	
0.0008	-0.0012	0.0034	
0.0008	-0.0015	0.0034	
0.0011	-0.0015	0.0031	
0.0008	-0.0022	0.0031	
0.0014	-0.0019	0.0031	
0.0004	-0.0019	0.0031	
0.0014	-0.0022	0.0034	
0.0008	-0.0015	0.0040	
0.0008	-0.0012	0.0031	
0.0001	-0.0022	0.0037	
0.0014	-0.0012	0.0031	
0.0004	-0.0015	0.0034	
0.0011	-0.0012	0.0034	
0.0001	-0.0015	0.0034	
0.0008	-0.0012	0.0037	
0.0008	-0.0019	0.0031	
0.0004	-0.0019	0.0034	
0.0008	-0.0012	0.0031	
0.0011	-0.0019	0.0034	
0.0001	-0.0019	0.0034	
0.0008	-0.0012	0.0034	
0.0001	-0.0015	0.0034	
0.0008	-0.0019	0.0034	
0.0004	-0.0019	0.0037	
0.0011	-0.0015	0.0031	
0.0004	-0.0015	0.0027	
0.0011	-0.0015	0.0034	
0.0011	-0.0022	0.0034	
0.0014	-0.0019	0.0037	
0.0011	-0.0015	0.0031	
0.0008	-0.0012	0.0034	
0.0011	-0.0019	0.0034	
0.0014	-0.0012	0.0037	
0.0004	-0.0015	0.0027	
0.0008	-0.0015	0.0037	
0.0008	-0.0015	0.0034	
0.0011	-0.0019	0.0037	
0.0011	-0.0019	0.0034	
0.0011	-0.0015	0.0040	
0.0014	-0.0012	0.0031	
0.0008	-0.0012	0.0040	
0.0011	-0.0015	0.0031	
0.0008	-0.0012	0.0031	
0.0001	-0.0019	0.0037	
0.0011	-0.0015	0.0031	
0.0008	-0.0019	0.0037	
0.0004	-0.0012	0.0040	
0.0008	-0.0015	0.0034	
0.0011	-0.0015	0.0031	
0.0008	-0.0015	0.0027	
0.0011	-0.0015	0.0037	
0.0004	-0.0012	0.0037	
0.0011	-0.0015	0.0034	
0.0011	-0.0022	0.0031	
0.0011	-0.0015	0.0034	
0.0011	-0.0015	0.0037	
0.0008	-0.0019	0.0037	
0.0004	-0.0022	0.0037	
0.0011	-0.0015	0.0034	
0.0011	-0.0015	0.0034	
0.0011	-0.0019	0.0034	
0.0008	-0.0019	0.0031	
0.0004	-0.0015	0.0034	
0.0011	-0.0012	0.0037	
0.0008	-0.0019	0.0031	
0.0014	-0.0019	0.0034	
0.0011	-0.0015	0.0027	
0.0008	-0.0015	0.0031	
0.0008	-0.0015	0.0034	
0.0011	-0.0015	0.0034	
0.0011	-0.0015	0.0034	
0.0008	-0.0012	0.0034	
0.0014	-0.0019	0.0034	
0.0008	-0.0015	0.0031	
0.0011	-0.0015	0.0037	
0.0014	-0.0015	0.0031	
0.0008	-0.0019	0.0031	
0.0011	-0.0019	0.0027	
0.0008	-0.0015	0.0034	
0.0011	-0.0012	0.0027	
0.0004	-0.0012	0.0034	
0.0008	-0.0015	0.0031	
0.0011	-0.0015	0.0034	
0.0008	-0.0012	0.0040	
0.0004	-0.0012	0.0037	
0.0014	-0.0019	0.0034	
0.0001	-0.0015	0.0027	
0.0004	-0.0019	0.0037	
0.0004	-0.0012	0.0034	
0.0004	-0.0019	0.0034	
0.0011	-0.0015	0.0034	
0.0004	-0.0015	0.0034	
0.0014	-0.0015	0.0031	
0.0011	-0.0019	0.0034	
0.0008	-0.0015	0.0027	
0.0004	-0.0015	0.0034	
0.0004	-0.0015	0.0031	
0.0008	-0.0015	0.0031	
0.0014	-0.0012	0.0037	
0.0014	-0.0015	0.0034	
0.0011	-0.0015	0.0034	
0.0011	-0.0019	0.0044	
0.0008	-0.0015	0.0034	
0.0008	-0.0019	0.0034	
0.0014	-0.0012	0.0034	
0.0004	-0.0015	0.0027	
0.0008	-0.0015	0.0031	
0.0001	-0.0015	0.0034	
0.0011	-0.0019	0.0031	
0.0011	-0.0019	0.0034	
0.0008	-0.0012	0.0034	
0.0011	-0.0012	0.0027	
0.0008	-0.0019	0.0034	
0.0008	-0.0022	0.0037	
0.0008	-0.0015	0.0037	
0.0008	-0.0015	0.0034	
0.0014	-0.0019	0.0037	
0.0011	-0.0012	0.0034	
0.0008	-0.0019	0.0031	
0.0011	-0.0019	0.0034	
0.0008	-0.0019	0.0034	
0.0011	-0.0012	0.0031	
0.0008	-0.0012	0.0031	
0.0004	-0.0015	0.0027	
0.0004	-0.0015	0.0034	
0.0004	-0.0015	0.0027	
0.0008	-0.0015	0.0027	
0.0008	-0.0019	0.0031	
0.0001	-0.0012	0.0031	
0.0008	-0.0015	0.0027	
0.0008	-0.0012	0.0027	
0.0008	-0.0015	0.0034	
0.0008	-0.0012	0.0024	
0.0008	-0.0012	0.0031	
0.0008	-0.0015	0.0034	
0.0008	-0.0012	0.0034	
0.0014	-0.0015	0.0027	
0.0008	-0.0015	0.0031	
0.0008	-0.0025	0.0024	
0.0008	-0.0012	0.0031	
0.0011	-0.0015	0.0034	
0.0011	-0.0012	0.0034	
0.0008	-0.0015	0.0027	
0.0011	-0.0015	0.0034	
0.0008	-0.0015	0.0037	
0.0004	-0.0019	0.0031	
0.0014	-0.0012	0.0027	
0.0011	-0.0022	0.0034	
0.0004	-0.0019	0.0031	
0.0011	-0.0015	0.0027	
0.0014	-0.0012	0.0034	
0.0008	-0.0015	0.0034	
0.0011	-0.0012	0.0031	
0.0014	-0.0019	0.0031	
0.0004	-0.0012	0.0027	
0.0011	-0.0019	0.0037	
0.0011	-0.0012	0.0031	
0.0004	-0.0019	0.0034	
0.0008	-0.0019	0.0027	
0.0001	-0.0015	0.0034	
0.0004	-0.0025	0.0034	
0.0011	-0.0015	0.0031	
0.0008	-0.0012	0.0037	
0.0014	-0.0015	0.0034	
0.0011	-0.0015	0.0027	
0.0011	-0.0019	0.0034	
0.0008	-0.0015	0.0037	
0.0001	-0.0012	0.0034	
0.0008	-0.0015	0.0031	
0.0011	-0.0019	0.0031	
0.0008	-0.0015	0.0034	
0.0011	-0.0015	0.0031	
0.0008	-0.0015	0.0034	
0.0011	-0.0019	0.0031	
0.0011	-0.0019	0.0034	
0.0011	-0.0015	0.0034	
0.0008	-0.0015	0.0034	
0.0008	-0.0019	0.0034	
0.0008	-0.0015	0.0034	
0.0004	-0.0015	0.0031	
0.0011	-0.0015	0.0034	
0.0008	-0.0015	0.0037	
0.0008	-0.0009	0.0027	
0.0008	-0.0012	0.0034	
0.0008	-0.0019	0.0031	
0.0008	-0.0022	0.0031	
0.0008	-0.0012	0.0034	
0.0011	-0.0019	0.0037	
0.0011	-0.0012	0.0037	
